2026-04-08 13:37:18 | INFO | CI | === RUN START ===
2026-04-08 13:37:18 | INFO | CI | project=Module 5: EVTL PIPELINE - WEB DOCUMENTS (HTML)
2026-04-08 13:37:18 | INFO | CI | repo_dir=nlp-05-web-documents
2026-04-08 13:37:18 | INFO | CI | python=3.14.0
2026-04-08 13:37:18 | INFO | CI | os=Windows 11
2026-04-08 13:37:18 | INFO | CI | shell=powershell
2026-04-08 13:37:18 | INFO | CI | cwd=.
2026-04-08 13:37:18 | INFO | CI | github_actions=False
2026-04-08 13:37:18 | INFO | CI | START PIPELINE
2026-04-08 13:37:18 | INFO | CI | ROOT_PATH = .
2026-04-08 13:37:18 | INFO | CI | DATA_PATH = data
2026-04-08 13:37:18 | INFO | CI | RAW_PATH = data\raw
2026-04-08 13:37:18 | INFO | CI | PROCESSED_PATH = data\processed
2026-04-08 13:37:18 | INFO | CI | ========================
2026-04-08 13:37:18 | INFO | CI | STAGE 01: EXTRACT starting... 
2026-04-08 13:37:18 | INFO | CI | ========================
2026-04-08 13:37:18 | INFO | CI | EXTRACT: Fetching HTML from https://arxiv.org/abs/2602.20021
2026-04-08 13:37:19 | INFO | CI | SOURCE URL = https://arxiv.org/abs/2602.20021
2026-04-08 13:37:19 | INFO | CI | SINK PATH = data\raw\case_raw.html
2026-04-08 13:37:19 | INFO | CI | ========================
2026-04-08 13:37:19 | INFO | CI | STAGE 02: VALIDATE starting...
2026-04-08 13:37:19 | INFO | CI | ========================
2026-04-08 13:37:19 | INFO | CI | HTML STRUCTURE INSPECTION:
2026-04-08 13:37:19 | INFO | CI | Top-level type: BeautifulSoup
2026-04-08 13:37:19 | INFO | CI | Top-level elements: ['html']
2026-04-08 13:37:19 | INFO | CI | VALIDATE: Title found: True
2026-04-08 13:37:19 | INFO | CI | VALIDATE: Authors found: True
2026-04-08 13:37:19 | INFO | CI | VALIDATE: Abstract found: True
2026-04-08 13:37:19 | INFO | CI | VALIDATE: Subjects found: True
2026-04-08 13:37:19 | INFO | CI | VALIDATE: Dateline found: True
2026-04-08 13:37:19 | INFO | CI | VALIDATE: HTML structure is valid.
2026-04-08 13:37:19 | INFO | CI | Sink: validated BeautifulSoup object
2026-04-08 13:37:19 | INFO | CI | ========================
2026-04-08 13:37:19 | INFO | CI | STAGE 03: TRANSFORM starting...
2026-04-08 13:37:19 | INFO | CI | ========================
2026-04-08 13:37:19 | INFO | CI | Extracting metadata from HTML
2026-04-08 13:37:19 | INFO | CI | We must manually inspect the HTML structure to identify the fields we want to extract.
2026-04-08 13:37:19 | INFO | CI | For this arXiv page, we can extract:
- Title from <h1 class='title'>
- Authors from <div class='authors'>
- Abstract from <blockquote class='abstract'>
- Primary subject from <div class='subheader'>
- Submission date from <div class='dateline'>
- ArXiv ID from canonical link
2026-04-08 13:37:19 | INFO | CI | Replace any missing content with `unknown` to ensure all are strings.
2026-04-08 13:37:19 | INFO | CI | ========================
2026-04-08 13:37:19 | INFO | CI | STAGE 03a: Extract bibliographic fields (title, authors, abstract)
2026-04-08 13:37:19 | INFO | CI | ========================
2026-04-08 13:37:19 | INFO | CI | Extracted title: Agents of Chaos
